country_region_code,country_region,sub_region_1,sub_region_2,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GB,United Kingdom,York,,GB-YOR,,24/05/20,-79,-34,-22,-69,-50,
GB,United Kingdom,York,,GB-YOR,,25/05/20,-70,-30,80,-69,-82,25
GB,United Kingdom,York,,GB-YOR,,26/05/20,-64,-21,,-64,-66,22
GB,United Kingdom,York,,GB-YOR,,27/05/20,-66,-24,25,-67,-66,23
GB,United Kingdom,York,,GB-YOR,,28/05/20,-65,-20,37,-66,-66,23
GB,United Kingdom,York,,GB-YOR,,29/05/20,-69,-20,11,-64,-65,23
GB,United Kingdom,York,,GB-YOR,,30/05/20,-76,-26,-21,-65,-44,14
GB,United Kingdom,York,,GB-YOR,,31/05/20,-76,-28,0,-65,-43,
GB,United Kingdom,York,,GB-YOR,,01/06/20,-63,-21,27,-59,-61,21
GB,United Kingdom,York,,GB-YOR,,02/06/20,-64,-21,40,-62,-62,20
GB,United Kingdom,York,,GB-YOR,,03/06/20,-67,-28,-34,-69,-64,24
GB,United Kingdom,York,,GB-YOR,,04/06/20,-66,-25,-12,-66,-62,23
GB,United Kingdom,York,,GB-YOR,,05/06/20,-70,-26,-30,-66,-62,24
GB,United Kingdom,York,,GB-YOR,,06/06/20,-76,-33,-59,-73,-48,17
GB,United Kingdom,York,,GB-YOR,,07/06/20,-77,-33,-42,-72,-48,
GB,United Kingdom,York,,GB-YOR,,08/06/20,-64,-24,12,-62,-60,21
GB,United Kingdom,York,,GB-YOR,,09/06/20,-63,-24,35,-62,-60,21
GB,United Kingdom,York,,GB-YOR,,10/06/20,-65,-25,-27,-66,-61,23
GB,United Kingdom,York,,GB-YOR,,11/06/20,-64,-22,-20,-70,-62,23
GB,United Kingdom,York,,GB-YOR,,12/06/20,-69,-25,-41,-71,-61,24
GB,United Kingdom,York,,GB-YOR,,13/06/20,-73,-26,-26,-69,-38,13
GB,United Kingdom,York,,GB-YOR,,14/06/20,-73,-24,19,-67,-37,
GB,United Kingdom,York,,GB-YOR,,15/06/20,-53,-19,33,-54,-58,19
GB,United Kingdom,York,,GB-YOR,,16/06/20,-53,-15,,-56,-58,20
GB,United Kingdom,York,,GB-YOR,,17/06/20,-55,-18,27,-55,-58,20
GB,United Kingdom,York,,GB-YOR,,18/06/20,-59,-21,-30,-61,-60,22
GB,United Kingdom,York,,GB-YOR,,19/06/20,-60,-16,-19,-52,-57,21
GB,United Kingdom,York,,GB-YOR,,20/06/20,-66,-16,-3,-51,-32,9
GB,United Kingdom,York,,GB-YOR,,21/06/20,-68,-23,-6,-55,-32,9
GB,United Kingdom,York,,GB-YOR,,22/06/20,-53,-17,42,-48,-58,18
GB,United Kingdom,York,,GB-YOR,,23/06/20,-53,-11,,-52,-58,18
GB,United Kingdom,York,,GB-YOR,,24/06/20,-56,-14,50,-54,-57,18
GB,United Kingdom,York,,GB-YOR,,25/06/20,-54,-12,52,-53,-58,18
GB,United Kingdom,York,,GB-YOR,,26/06/20,-58,-16,-2,-51,-58,20
GB,United Kingdom,York,,GB-YOR,,27/06/20,-65,-20,-40,-49,-38,12
GB,United Kingdom,York,,GB-YOR,,28/06/20,-64,-24,-28,-51,-32,10
GB,United Kingdom,York,,GB-YOR,,29/06/20,-54,-21,-29,-51,-58,20
GB,United Kingdom,York,,GB-YOR,,30/06/20,-46,-13,24,-58,-56,19
GB,United Kingdom,York,,GB-YOR,,01/07/20,-49,-17,1,-60,-56,19
GB,United Kingdom,York,,GB-YOR,,02/07/20,-49,-17,-12,-62,-57,20
GB,United Kingdom,York,,GB-YOR,,03/07/20,-54,-16,-19,-59,-55,20
GB,United Kingdom,York,,GB-YOR,,04/07/20,-55,-21,-23,-54,-30,9
GB,United Kingdom,York,,GB-YOR,,05/07/20,-54,-22,-2,-53,-29,7
GB,United Kingdom,York,,GB-YOR,,06/07/20,-39,-13,43,-51,-56,16
GB,United Kingdom,York,,GB-YOR,,07/07/20,-39,-14,18,-55,-56,17
